url_length,hostname_length,path_length,dot_count,hyphen_count,at_count,question_count,ampersand_count,slash_count,digit_count,subdomain_count,has_ip,has_https,has_suspicious_keyword,has_shortener,has_port,entropy,class
162,42,74,6,5,0,2,0,8,9,1,0,1,1,0,1,5.164,phishing
47,28,3,2,2,0,2,3,4,5,0,0,1,0,0,0,3.017,benign
175,31,78,2,1,0,3,1,6,18,2,0,1,1,0,0,4.992,phishing
67,28,22,3,1,0,2,3,2,1,0,0,1,0,0,0,3.52,benign
174,40,52,6,3,0,3,5,9,12,2,0,0,1,0,1,4.008,phishing
46,22,25,1,2,0,0,2,6,0,0,0,1,0,0,0,3.955,benign
57,67,47,6,5,0,1,0,3,16,3,0,0,1,1,0,4.012,phishing
37,10,25,3,0,0,2,0,7,2,1,0,1,0,0,0,4.043,benign
131,59,50,2,6,0,3,0,3,12,3,1,0,1,1,0,5.041,phishing
65,28,0,3,2,0,1,0,4,4,0,0,1,0,0,0,2.76,benign
141,64,62,5,5,0,0,1,9,11,4,0,0,1,0,0,4.596,phishing
34,10,25,3,1,0,2,1,3,3,0,0,1,0,0,0,3.751,benign
86,33,21,4,4,0,0,0,9,15,3,0,0,1,0,0,4.11,phishing
40,27,28,3,0,0,1,0,3,1,1,0,1,0,0,0,2.913,benign
134,27,48,2,3,0,0,2,10,17,1,0,1,1,0,0,5.001,phishing
53,23,9,3,2,0,2,0,5,4,0,0,1,0,0,0,2.961,benign
114,59,13,2,4,0,2,0,3,11,4,0,0,1,1,0,4.131,phishing
73,27,34,1,0,0,0,3,6,5,0,0,0,1,0,0,3.765,benign
57,40,57,4,6,0,2,0,7,14,1,1,1,1,0,0,4.286,phishing
26,10,24,3,2,0,2,1,5,1,0,0,1,0,0,0,2.724,benign
138,26,37,8,2,0,1,3,5,7,3,0,0,1,0,0,5.179,phishing
27,8,20,2,1,0,1,3,7,5,1,0,1,0,0,0,4.176,benign
133,35,41,6,2,0,0,2,4,17,2,0,0,1,0,0,5.204,phishing
49,23,8,1,0,0,0,0,5,0,1,0,1,0,0,0,2.848,benign
77,46,74,7,3,1,1,3,9,3,4,1,0,1,1,0,4.572,phishing
59,30,2,3,0,0,1,3,2,1,1,0,1,0,0,0,4.136,benign
79,36,68,5,3,0,2,3,5,15,3,0,0,1,0,0,5.16,phishing
46,10,32,1,0,0,2,1,5,3,1,0,1,0,0,0,2.843,benign
113,23,44,4,6,0,1,5,4,4,1,1,0,1,0,0,4.954,phishing
50,27,10,2,2,0,1,0,3,2,0,0,1,0,0,0,3.024,benign
148,67,69,4,6,0,1,1,3,10,1,0,1,1,0,0,5.265,phishing
33,14,30,2,1,0,1,0,6,4,0,0,1,0,0,0,3.903,benign
61,29,30,2,6,0,1,0,12,11,3,1,0,1,0,0,4.844,phishing
57,29,35,1,1,0,2,2,2,0,1,0,1,0,0,0,3.934,benign
63,36,72,3,1,0,2,2,11,15,2,0,0,1,0,0,4.758,phishing
23,23,18,2,2,0,1,2,6,4,1,0,1,0,0,0,3.346,benign
158,29,41,7,3,1,0,0,3,16,1,1,0,1,0,0,3.591,phishing
40,25,13,1,2,0,0,2,4,0,1,0,1,0,0,0,3.067,benign
105,64,15,8,2,0,2,5,10,17,1,0,0,1,0,0,4.574,phishing
39,22,26,3,0,0,2,2,6,5,1,0,1,0,0,0,4.058,benign
156,40,20,3,3,0,2,3,11,7,4,0,0,1,0,0,5.216,phishing
63,9,17,2,0,0,1,1,4,3,1,0,1,0,0,0,3.822,benign
171,23,68,6,1,0,1,1,8,17,3,1,0,1,1,0,5.376,phishing
61,12,13,3,0,0,1,3,7,4,0,0,0,1,0,0,2.648,benign
114,74,17,2,5,0,2,0,12,11,2,0,0,1,0,0,4.382,phishing
25,16,9,1,1,0,0,0,6,4,0,0,1,0,0,0,3.697,benign
91,54,43,3,1,0,2,4,10,3,2,0,1,1,0,0,3.672,phishing
43,13,28,3,1,0,1,2,3,5,0,0,1,0,0,0,3.882,benign
172,62,71,2,4,0,3,3,6,9,2,1,0,1,1,0,4.899,phishing
60,18,20,2,1,0,0,0,5,0,1,0,1,0,0,0,3.477,benign
120,24,63,8,6,0,2,4,4,11,4,0,0,1,0,0,5.448,phishing
42,10,21,1,2,0,2,3,5,4,1,0,1,0,0,0,4.082,benign
128,71,74,2,5,0,2,4,4,16,2,0,0,1,0,0,4.693,phishing
70,20,20,2,2,0,2,0,2,1,0,0,1,0,0,0,2.749,benign
74,46,80,4,4,0,3,1,6,12,3,0,1,1,0,1,4.369,phishing
40,10,0,3,2,0,1,1,4,0,1,0,1,1,0,0,4.164,benign
69,73,48,8,1,0,3,5,8,14,4,0,0,1,0,0,3.876,phishing
42,19,26,1,1,0,2,1,3,0,0,0,1,0,0,0,4.157,benign
72,23,29,7,4,1,3,4,5,16,4,0,0,1,0,0,4.709,phishing
54,23,15,3,2,0,1,3,6,4,1,0,0,0,0,0,3.486,benign
178,62,22,3,6,0,2,3,11,4,1,0,0,1,0,0,4.868,phishing
52,26,19,3,0,0,1,0,5,3,1,0,1,0,0,0,3.001,benign
76,20,50,7,5,0,3,4,5,3,3,1,0,1,0,0,4.511,phishing
72,16,16,1,2,0,1,2,4,0,0,0,1,0,0,0,3.129,benign
77,34,42,5,2,0,0,2,4,6,2,1,1,1,0,0,4.821,phishing
64,28,10,1,2,0,2,2,2,5,1,0,1,0,0,0,3.012,benign
150,66,80,3,4,0,3,3,7,6,4,0,1,1,0,0,5.424,phishing
61,9,6,3,2,0,1,3,6,5,1,0,1,0,0,0,3.165,benign
153,61,42,7,6,0,1,4,8,7,3,0,1,1,1,0,3.695,phishing
24,29,28,2,0,0,2,2,4,1,0,0,0,0,0,0,3.92,benign
176,56,27,7,1,0,1,3,12,7,1,0,0,1,0,1,4.778,phishing
35,21,20,2,0,0,0,2,2,3,1,0,1,0,0,0,3.249,benign
117,30,62,3,6,0,1,4,9,8,1,1,1,1,0,0,4.643,phishing
34,22,1,2,0,0,2,0,2,5,1,0,1,0,0,0,3.376,benign
175,67,74,5,4,0,0,4,6,2,4,1,1,1,0,0,5.37,phishing
40,18,19,2,0,0,2,0,4,4,1,0,1,0,0,0,2.8,benign
60,42,36,4,6,0,0,5,8,17,1,1,0,1,0,0,3.551,phishing
55,15,31,2,0,0,2,2,5,4,1,0,1,0,0,0,3.726,benign
106,25,39,8,6,0,3,5,11,6,2,1,0,1,0,0,4.442,phishing
57,9,15,3,2,0,0,0,3,5,0,0,1,0,0,0,3.92,benign
63,70,25,2,4,0,1,0,6,15,3,1,1,1,0,0,5.452,phishing
54,25,8,2,0,0,0,1,4,0,0,0,1,0,0,0,2.781,benign
86,55,17,3,1,0,3,1,3,17,1,0,0,1,0,0,5.274,phishing
44,30,30,3,0,0,0,1,7,2,1,0,1,1,0,0,2.806,benign
118,57,23,7,3,0,0,4,6,8,1,1,1,1,0,0,5.474,phishing
50,15,29,3,2,0,0,2,2,1,0,0,1,0,1,0,2.8,benign
140,20,18,7,3,0,3,2,8,16,1,0,0,1,0,0,3.558,phishing
50,11,4,1,2,0,1,2,5,1,1,0,1,0,0,0,3.201,benign
80,42,40,2,4,0,0,3,5,8,4,0,0,1,0,0,4.217,phishing
35,14,21,1,0,0,2,0,4,1,0,0,1,0,0,0,4.007,benign
132,28,33,6,5,1,0,3,11,17,2,0,1,1,0,0,4.972,phishing
33,15,20,2,2,0,0,1,6,0,1,0,1,0,0,0,2.557,benign
122,43,73,8,6,0,3,3,6,4,1,0,0,1,0,0,3.978,phishing
23,8,30,3,1,0,0,3,6,5,0,0,1,0,0,0,2.814,benign
166,41,71,7,6,0,0,3,8,18,1,0,1,1,0,0,4.65,phishing
31,29,5,3,1,0,2,0,6,5,1,0,1,0,0,0,3.121,benign
77,59,20,6,6,0,1,2,6,5,4,1,1,1,1,0,5.006,phishing
66,15,20,2,1,0,2,3,4,0,0,0,1,0,0,0,3.299,benign
123,61,80,4,4,0,0,1,10,4,1,0,0,1,1,0,3.83,phishing
25,30,9,2,0,0,0,0,4,3,0,0,1,0,0,0,2.821,benign
57,73,41,8,5,0,3,4,8,12,4,0,1,1,1,0,4.108,phishing
26,17,10,2,0,0,1,2,4,0,0,0,1,0,0,0,3.71,benign
91,29,34,8,6,0,1,1,6,5,1,1,0,1,0,0,3.91,phishing
63,9,20,2,0,0,1,3,6,1,1,0,1,0,0,0,4.111,benign
173,38,31,2,6,0,2,5,7,17,3,1,1,1,1,0,5.099,phishing
64,22,21,3,0,0,2,3,2,1,0,0,1,0,0,0,2.657,benign
62,56,36,6,5,0,2,1,3,4,4,0,1,1,1,0,4.481,phishing
56,27,32,1,2,0,1,3,3,5,1,0,1,0,0,0,4.162,benign
166,53,23,3,6,1,3,3,7,7,4,1,0,1,1,0,3.787,phishing
37,23,33,2,0,0,2,3,2,0,1,0,1,0,0,0,3.465,benign
172,26,37,3,4,0,3,0,7,11,4,0,0,1,0,0,4.025,phishing
58,28,30,1,2,0,2,2,5,1,1,0,1,0,0,0,3.338,benign
179,22,58,6,4,0,2,5,10,5,3,0,0,1,1,0,3.617,phishing
38,22,8,2,0,0,0,2,4,3,1,0,0,0,0,0,2.829,benign
135,29,24,6,2,0,2,5,7,10,3,0,0,1,1,0,4.536,phishing
41,23,26,2,0,0,0,1,3,4,0,0,1,0,0,0,4.119,benign
163,52,26,5,4,1,0,1,3,17,3,0,0,1,1,0,4.695,phishing
66,18,11,3,1,0,0,0,3,1,0,0,1,0,0,1,3.222,benign
152,68,26,2,1,0,3,0,6,5,1,1,0,1,0,0,4.006,phishing
22,17,0,1,0,0,2,1,6,1,0,0,1,0,0,0,2.972,benign
129,40,57,3,5,0,1,4,12,4,1,1,1,1,0,0,5.429,phishing
28,25,0,3,0,0,0,3,4,5,0,0,1,1,0,0,3.145,benign
82,50,41,5,1,0,2,0,10,5,2,0,0,1,0,0,3.664,phishing
49,11,24,2,1,0,2,2,7,3,0,0,1,0,0,0,2.618,benign
162,69,72,7,3,0,3,5,4,14,4,0,1,1,0,0,4.89,phishing
24,13,4,2,0,0,1,1,6,3,0,0,1,0,0,0,3.802,benign
130,35,63,4,4,0,3,3,11,10,2,1,0,1,0,0,4.757,phishing
26,8,6,3,0,0,0,3,7,0,0,0,1,0,0,0,2.664,benign
64,60,78,8,4,0,1,2,10,17,3,0,1,1,0,0,5.028,phishing
45,11,24,2,1,0,1,3,5,0,0,0,1,0,0,0,2.779,benign
110,26,51,7,4,0,0,4,10,17,4,0,0,1,0,0,4.682,phishing
42,27,22,2,1,0,0,0,6,0,0,0,1,0,0,0,4.015,benign
98,42,24,5,3,1,3,2,3,9,2,0,0,1,0,0,5.238,phishing
25,18,10,1,2,0,1,0,5,5,1,0,1,0,0,0,3.5,benign
95,42,61,4,5,0,3,0,6,12,4,0,1,1,0,0,4.227,phishing
45,14,31,3,0,0,2,1,4,2,0,0,1,0,0,0,4.128,benign
146,72,24,6,3,0,3,3,6,13,1,0,0,1,1,0,4.58,phishing
30,21,25,2,2,0,2,3,7,4,0,0,1,0,0,0,3.349,benign
139,70,71,4,6,0,3,4,3,18,2,0,0,1,0,0,4.101,phishing
45,21,20,1,2,0,0,3,4,2,0,0,1,0,0,0,2.826,benign
86,69,51,5,4,0,3,3,3,8,2,0,0,1,0,0,4.601,phishing
59,9,31,1,0,0,0,2,6,2,0,0,1,0,0,0,2.654,benign
175,71,29,3,1,0,0,4,12,18,3,0,0,1,0,0,4.127,phishing
71,26,24,3,2,0,0,3,3,1,0,0,1,1,0,0,3.502,benign
117,52,59,7,1,0,3,3,6,10,2,0,1,1,1,0,5.434,phishing
56,9,3,3,2,0,0,2,6,3,1,0,1,0,0,0,3.409,benign
85,72,68,5,1,1,3,2,7,4,2,0,1,1,0,0,4.134,phishing
69,28,26,1,1,0,0,3,5,5,1,0,1,0,0,0,2.671,benign
75,62,45,6,1,0,2,3,3,3,2,0,1,1,0,0,4.757,phishing
38,26,5,1,0,0,0,1,6,5,1,0,1,0,0,0,2.943,benign
142,55,53,8,3,0,3,2,5,14,4,1,1,1,0,1,5.346,phishing
59,27,14,1,1,0,0,2,7,1,0,0,1,0,0,0,3.125,benign
176,54,27,2,6,0,3,5,10,5,2,1,0,1,1,0,4.076,phishing
49,20,8,2,0,0,2,1,4,5,0,0,1,0,0,0,2.945,benign
134,46,43,4,5,0,3,0,3,17,2,1,1,1,0,0,4.267,phishing
45,27,16,1,0,0,2,0,2,2,0,0,1,0,0,0,3.864,benign
145,65,17,2,3,0,3,2,9,13,2,1,0,1,0,0,4.507,phishing
39,22,8,1,1,0,2,3,3,2,0,0,1,1,0,0,2.978,benign
101,45,48,4,5,0,2,4,8,15,2,0,1,1,0,0,5.206,phishing
60,28,28,1,0,0,0,0,3,1,0,0,1,0,0,0,4.022,benign
118,20,68,4,6,0,3,3,4,6,1,0,0,1,0,0,5.0,phishing
70,16,13,3,0,0,2,1,5,0,0,0,1,0,0,0,3.658,benign
142,25,62,4,5,1,0,2,5,2,1,0,1,1,0,0,4.039,phishing
60,8,21,1,2,0,2,3,4,5,0,0,1,0,0,0,2.594,benign
64,53,60,2,4,0,1,3,4,2,2,0,1,1,0,0,4.808,phishing
25,17,31,2,2,0,1,1,4,5,0,0,1,0,0,0,3.31,benign
127,56,66,2,4,0,1,3,9,4,1,0,1,1,0,0,4.927,phishing
49,24,33,1,1,0,1,3,2,3,1,0,1,0,0,0,3.389,benign
92,54,18,6,1,1,0,4,9,15,1,0,1,1,1,0,4.671,phishing
67,24,1,1,2,0,2,3,3,1,1,0,0,0,0,0,3.731,benign
151,60,69,6,3,0,1,1,5,4,3,1,0,1,0,0,3.733,phishing
28,28,30,2,2,0,1,3,4,4,1,0,1,1,0,0,2.649,benign
72,18,36,2,1,0,1,0,6,17,2,0,0,1,0,0,3.882,phishing
37,22,9,2,1,0,0,0,3,1,1,0,1,0,0,0,2.842,benign
127,71,62,2,3,0,3,3,10,11,1,0,0,1,0,0,4.857,phishing
70,23,14,3,0,0,2,0,5,4,1,0,1,0,0,0,2.699,benign
134,59,56,5,6,0,1,2,6,17,3,0,0,1,0,0,5.343,phishing
72,30,29,1,1,0,2,3,5,5,1,0,1,0,0,0,2.98,benign
150,23,73,3,2,0,3,0,9,17,3,0,0,1,1,0,4.022,phishing
61,13,11,3,0,0,0,2,5,0,0,0,1,0,0,0,3.104,benign
60,67,46,3,6,1,0,5,3,16,4,1,1,1,1,0,4.719,phishing
72,11,35,1,2,0,0,1,7,0,0,0,1,0,0,0,3.36,benign
148,73,24,3,6,0,1,0,6,16,4,1,0,1,1,0,4.074,phishing
28,10,17,2,2,0,1,2,7,5,0,0,1,0,0,0,3.863,benign
107,44,70,8,5,0,2,0,10,6,1,1,0,1,0,0,4.303,phishing
67,13,27,1,1,0,0,1,6,0,1,0,1,0,0,0,3.727,benign
95,40,13,8,3,1,1,5,9,16,2,1,0,1,0,0,4.191,phishing
69,28,25,1,1,0,0,0,6,2,1,0,1,0,0,1,2.983,benign
66,50,51,6,3,0,1,0,3,10,2,1,0,1,0,0,4.964,phishing
71,19,16,3,2,0,1,0,2,5,0,0,1,0,0,0,2.901,benign
150,55,80,8,5,0,2,2,12,6,4,0,0,1,0,0,5.146,phishing
41,22,6,1,2,0,1,3,2,0,0,0,1,0,0,0,3.651,benign
106,55,78,8,4,1,3,5,9,16,4,1,0,1,0,0,4.47,phishing
47,12,32,3,0,0,2,1,5,3,0,0,1,1,0,0,3.523,benign
107,25,27,4,5,0,1,0,8,11,3,0,0,1,0,0,4.679,phishing
21,17,18,1,0,0,2,3,2,0,1,0,0,0,0,0,3.269,benign
98,68,60,5,6,0,1,1,11,16,4,0,0,1,0,0,4.75,phishing
57,21,24,1,1,0,1,0,7,3,1,0,1,0,0,0,3.853,benign
145,37,27,7,5,0,0,4,11,8,4,0,0,1,0,0,5.425,phishing
35,14,15,3,2,0,1,0,6,4,1,0,1,0,0,0,3.243,benign
108,19,79,4,4,0,0,0,11,7,3,0,0,1,0,0,4.315,phishing
28,9,20,1,0,0,2,0,4,3,0,0,1,0,0,0,3.907,benign
70,21,37,3,5,0,3,4,11,14,1,0,0,1,0,0,3.558,phishing
58,15,1,2,2,0,2,0,3,4,0,0,1,0,0,0,2.846,benign
178,27,59,6,2,0,3,4,10,3,1,1,1,1,0,0,3.835,phishing
21,23,17,3,1,0,2,3,4,5,0,0,1,0,0,0,3.457,benign
93,23,62,7,1,0,2,3,6,18,3,1,1,1,0,1,4.916,phishing
35,15,20,2,0,0,1,2,2,5,0,0,1,0,0,0,3.644,benign
107,53,74,8,4,0,0,4,3,16,1,0,1,1,1,0,3.854,phishing
67,30,0,1,1,0,1,1,5,0,0,0,1,0,0,0,2.826,benign
159,57,50,8,6,0,3,2,3,10,4,1,1,1,0,0,5.142,phishing
43,11,17,3,2,0,1,1,6,1,0,0,0,0,0,0,3.469,benign
84,74,78,7,3,0,0,5,11,10,4,0,0,1,0,0,5.208,phishing
38,21,26,2,0,0,2,3,5,2,0,0,1,0,0,0,3.263,benign
55,43,36,4,1,1,0,5,6,15,1,1,0,1,0,0,4.751,phishing
19,23,27,1,2,0,2,2,4,1,0,0,1,1,0,0,3.383,benign
85,22,68,8,1,0,0,0,3,3,4,0,1,1,0,0,5.338,phishing
46,9,19,3,2,0,1,0,2,5,0,0,1,0,0,0,3.778,benign
84,73,13,5,4,0,3,4,12,5,3,0,1,1,0,0,4.676,phishing
24,11,0,3,2,0,0,1,6,1,1,0,1,0,0,0,2.734,benign
60,21,28,4,5,0,2,2,12,6,2,0,0,1,0,1,4.535,phishing
60,29,9,1,0,0,2,0,5,2,0,0,1,0,0,0,2.822,benign
115,62,71,6,6,0,2,4,7,15,3,0,0,1,0,0,3.939,phishing
18,28,14,3,0,0,1,1,3,3,1,0,1,0,0,0,2.511,benign
56,22,57,2,5,0,2,3,6,13,1,1,0,1,0,0,4.024,phishing
29,18,35,1,0,0,0,0,3,2,0,0,0,0,0,0,2.689,benign
174,31,51,5,2,0,2,5,5,18,4,1,0,1,0,1,5.09,phishing
30,25,24,3,1,0,1,3,7,1,0,0,1,0,0,0,2.753,benign
86,21,47,8,2,1,3,1,4,17,1,0,0,1,1,0,4.249,phishing
51,22,11,2,2,0,1,3,7,3,1,0,1,0,0,0,2.562,benign
83,75,37,5,2,0,2,3,9,7,3,0,0,1,0,0,4.538,phishing
32,26,2,2,2,0,2,2,5,3,1,0,1,0,0,0,2.542,benign
111,32,45,7,1,0,0,2,11,18,1,1,1,1,0,0,3.577,phishing
30,18,12,3,1,0,1,2,7,5,1,0,1,0,0,0,3.718,benign
124,34,13,8,3,0,2,3,9,2,4,0,1,1,1,0,3.955,phishing
64,14,30,1,2,0,2,3,7,3,1,0,1,0,0,0,3.687,benign
81,46,69,8,5,0,1,4,5,11,1,0,1,1,0,0,4.351,phishing
66,20,34,2,1,0,2,0,6,0,0,0,1,1,0,0,3.525,benign
132,54,62,5,2,1,0,4,9,8,4,0,0,1,0,0,3.686,phishing
24,29,35,1,0,0,2,3,2,1,0,0,0,1,0,0,3.621,benign
63,47,19,4,5,0,2,3,9,7,1,0,0,1,0,0,5.307,phishing
31,12,13,2,1,0,2,3,3,4,1,0,1,0,0,0,2.513,benign
73,46,20,8,4,0,1,4,8,17,4,0,0,1,0,0,5.338,phishing
40,30,19,2,2,0,0,3,3,1,1,0,1,0,0,0,3.169,benign
176,20,42,8,2,0,2,5,4,8,4,0,1,1,0,0,5.011,phishing
50,18,26,2,0,0,1,1,6,0,1,0,0,0,0,0,3.084,benign
106,72,36,5,1,0,0,5,5,12,4,0,0,1,0,0,5.4,phishing
26,23,17,1,0,0,0,0,3,2,0,0,1,0,0,0,3.652,benign
74,46,57,3,2,0,1,3,3,18,1,0,0,1,0,0,5.045,phishing
67,14,15,2,0,0,0,0,2,3,0,0,1,0,0,0,2.875,benign
167,24,33,7,2,0,0,2,8,8,2,1,0,1,0,0,3.712,phishing
38,13,0,2,2,0,1,0,5,1,1,0,1,0,0,0,2.575,benign
168,31,64,4,5,0,0,5,11,7,3,1,0,1,1,0,4.856,phishing
67,30,8,2,0,0,2,2,7,3,0,0,1,0,0,0,3.589,benign
84,50,13,3,1,0,0,2,6,15,2,0,0,1,0,0,3.803,phishing
31,28,2,1,2,0,2,3,7,2,0,0,1,0,0,0,4.162,benign
137,70,48,8,1,0,2,2,6,8,1,1,1,1,0,0,4.939,phishing
56,20,33,2,0,0,1,0,2,3,0,0,1,0,1,0,2.713,benign
77,55,38,3,5,0,3,2,5,8,2,0,0,1,0,0,5.435,phishing
30,16,30,1,1,0,1,3,3,3,1,0,1,0,0,0,4.121,benign
116,19,60,5,1,0,2,4,11,6,2,0,0,1,0,0,4.712,phishing
22,18,8,3,1,0,0,1,3,0,0,0,1,0,0,0,3.207,benign
105,65,59,5,4,0,0,3,3,5,4,1,0,1,0,1,5.043,phishing
66,19,32,3,1,0,2,2,7,0,1,0,1,0,0,0,3.882,benign
135,63,15,7,6,0,2,4,10,6,3,0,0,1,0,0,3.733,phishing
23,28,24,2,2,0,2,0,6,1,1,0,1,0,0,0,3.406,benign
168,42,51,7,4,0,0,0,12,13,2,0,0,1,0,0,3.513,phishing
28,23,0,1,0,0,2,3,6,3,1,0,1,0,0,0,2.837,benign
78,50,26,5,5,0,1,1,3,7,2,0,1,1,0,0,4.749,phishing
73,28,10,1,1,0,0,3,2,2,0,0,1,0,0,0,2.671,benign
62,35,12,7,5,0,0,0,6,18,1,0,0,1,1,0,4.472,phishing
66,18,27,2,1,0,2,2,4,1,1,0,1,0,0,0,3.061,benign
67,18,70,8,6,0,1,0,12,5,3,1,1,1,0,0,4.872,phishing
73,23,32,2,2,0,0,0,7,2,0,0,1,0,1,0,3.652,benign
84,56,74,5,6,0,0,2,9,17,1,1,0,1,0,0,4.54,phishing
54,30,32,1,0,0,1,0,4,5,1,0,1,0,0,0,2.91,benign
82,28,23,2,4,1,0,1,8,14,3,0,0,1,0,0,3.746,phishing
26,25,31,1,2,0,1,1,6,4,0,0,1,0,0,0,3.149,benign
137,68,67,8,2,0,0,2,4,5,1,0,0,1,0,1,4.646,phishing
26,18,24,3,2,0,0,2,2,4,0,0,1,1,0,0,3.655,benign
156,26,78,7,5,0,0,3,3,16,3,0,1,1,1,0,4.412,phishing
56,17,9,3,2,0,2,0,6,2,1,0,1,0,0,0,3.476,benign
135,71,39,5,3,0,3,0,8,6,2,1,1,1,0,0,5.346,phishing
67,13,31,3,1,0,1,1,2,4,1,0,1,0,1,0,3.165,benign
122,64,48,4,6,1,3,0,5,12,1,1,1,1,0,0,3.775,phishing
62,23,18,1,0,0,0,1,7,5,0,0,1,0,0,0,3.959,benign
103,45,33,2,1,0,3,1,3,5,3,0,1,1,0,0,3.568,phishing
33,20,31,2,2,0,2,1,7,5,1,0,1,1,0,0,3.288,benign
159,59,60,4,6,0,2,0,4,5,1,0,0,1,1,0,4.674,phishing
54,23,17,3,2,0,0,1,5,3,1,0,1,0,0,0,3.966,benign
123,29,63,8,6,0,3,0,11,5,2,1,1,1,0,0,3.86,phishing
53,22,20,1,0,0,0,1,7,1,0,0,1,0,0,0,3.36,benign
101,52,33,5,6,0,2,0,11,11,4,0,0,1,0,1,5.494,phishing
56,25,32,1,2,0,0,0,3,0,0,0,1,0,0,0,3.439,benign
130,40,47,3,6,0,0,4,7,10,4,0,0,1,0,1,4.853,phishing
62,12,34,1,0,0,2,2,7,5,0,0,1,0,0,0,2.779,benign
160,27,52,8,4,0,1,0,7,5,1,0,0,1,0,0,5.318,phishing
67,16,9,1,1,0,0,0,5,1,1,0,1,0,0,0,3.988,benign
130,70,74,2,5,0,2,4,7,5,1,0,1,1,0,0,4.983,phishing
68,25,35,3,1,0,1,1,4,0,0,0,1,0,0,0,4.061,benign
136,41,43,7,5,0,3,1,10,13,4,0,0,1,0,1,5.263,phishing
70,15,19,3,0,0,1,3,4,0,0,0,0,0,0,0,2.644,benign
91,53,75,8,1,1,3,5,11,6,4,0,1,1,0,0,3.749,phishing
18,27,12,3,0,0,2,3,7,4,1,0,1,0,0,0,3.997,benign
122,61,17,6,4,1,1,1,4,13,2,0,1,1,0,0,4.247,phishing
25,18,15,3,0,0,1,2,5,2,1,0,1,0,0,0,3.018,benign
174,59,77,8,1,1,3,0,8,2,4,0,0,1,0,0,3.872,phishing
40,8,6,2,1,0,0,0,6,4,0,0,1,0,0,0,2.925,benign
115,43,59,4,3,0,1,4,7,5,4,0,0,1,0,0,3.512,phishing
74,30,12,1,0,0,1,0,3,3,1,0,1,0,0,0,3.315,benign
140,35,27,5,4,0,1,2,9,18,4,0,1,1,0,0,4.188,phishing
18,29,15,1,2,0,1,3,6,5,0,0,1,0,0,0,2.921,benign
74,64,77,3,2,0,0,2,6,15,2,0,1,1,0,0,4.722,phishing
30,26,9,1,0,0,0,3,2,2,0,0,1,0,0,0,2.587,benign
107,51,51,7,6,1,1,2,9,17,1,0,0,1,0,0,4.061,phishing
40,30,26,1,1,0,0,1,2,0,0,0,1,0,0,0,3.531,benign
110,29,44,5,3,0,0,0,3,6,3,0,1,1,0,0,4.709,phishing
33,28,17,1,2,0,1,0,2,1,0,0,0,1,0,0,2.828,benign
112,24,21,6,5,0,3,1,11,6,1,0,0,1,0,0,5.019,phishing
72,25,22,2,1,0,2,0,5,0,1,0,1,1,0,0,3.519,benign
144,26,49,2,5,0,1,5,9,17,1,0,1,1,0,0,4.302,phishing
35,14,11,1,0,0,2,1,6,5,0,0,1,0,0,0,3.393,benign
93,72,40,4,6,0,0,1,6,3,2,0,0,1,1,0,3.766,phishing
73,9,15,1,2,0,0,0,7,2,1,0,1,1,0,0,2.727,benign
169,57,49,4,1,0,0,2,6,10,2,0,0,1,0,0,5.378,phishing
55,11,24,3,1,0,2,1,5,1,1,0,1,0,0,0,2.765,benign
84,64,67,4,2,1,0,3,5,16,2,1,0,1,0,1,3.861,phishing
36,8,19,1,0,0,1,1,2,1,0,0,1,0,0,0,3.731,benign
72,64,13,6,1,0,0,0,3,3,2,0,0,1,0,0,3.527,phishing
18,11,34,3,1,0,2,0,3,1,1,0,1,0,0,0,3.314,benign
86,21,46,7,5,0,0,0,11,11,1,0,1,1,0,1,3.548,phishing
45,20,9,2,2,0,1,1,7,3,0,0,1,1,0,0,2.979,benign
64,57,54,2,3,1,0,0,12,6,2,0,0,1,0,0,5.286,phishing
61,17,18,2,0,0,1,3,7,2,1,0,1,0,0,0,4.086,benign
74,67,30,4,2,0,3,0,4,15,3,0,0,1,0,0,4.205,phishing
49,21,30,3,1,0,2,2,3,5,0,0,1,0,0,0,3.412,benign
84,42,22,6,6,0,1,5,4,9,3,0,1,1,0,0,5.415,phishing
25,9,22,2,0,0,1,3,3,4,1,0,1,0,0,0,4.135,benign
145,27,60,7,1,0,3,2,3,5,1,0,0,1,0,0,3.783,phishing
33,10,0,3,1,0,0,1,5,5,0,0,1,0,0,0,3.073,benign
155,59,13,4,1,0,0,4,5,18,2,0,1,1,0,0,4.608,phishing
71,16,32,2,2,0,0,3,3,2,0,0,1,1,0,0,3.552,benign
83,43,35,8,6,1,0,5,10,17,3,0,0,1,0,0,4.243,phishing
45,14,17,1,0,0,0,2,6,2,0,0,1,0,0,0,2.519,benign
171,37,36,6,2,0,0,1,7,4,1,0,1,1,0,0,5.387,phishing
18,19,18,2,2,0,0,2,5,5,1,0,1,0,0,0,3.76,benign
67,50,31,2,5,0,3,4,3,11,2,0,0,1,1,0,4.937,phishing
74,14,9,3,0,0,2,2,5,1,1,0,1,0,0,0,3.712,benign
142,42,42,3,5,0,1,4,10,5,1,0,1,1,0,1,5.063,phishing
23,23,6,2,1,0,0,2,3,0,1,0,1,0,0,0,3.283,benign
115,34,68,7,2,1,3,0,8,11,4,0,0,1,0,0,4.525,phishing
